,id,free_text,CLEAN,OFFENSIVE,HATE,label_id 
206,test_otyajtkltj,SGP nào cũng ngu và gà mờ,0,0,1,2
207,test_dxamhuicoa,đông vui quá nhờ =)))),1,0,0,0
208,test_pyompwhkjy,Lặng lẽ vào đọc ctm rồi cười điên 🤣,1,0,0,0
209,test_rigbtzjhey,Để tui ra giựt tóc mấy cha này,1,0,0,0
210,test_kevyytszvd,"Chị áo đỏ ""không cảm xúc "" luôn",1,0,0,0
211,test_zthnpndneu,Chỉ là ba bàn thắng cho 3 cổ động viên là đủ,1,0,0,0
212,test_ulojkbdcwn,1 đế quốc hùng mạnh đem cả vạn người đi cổ vũ.🤭🤭🤭,1,0,0,0
213,test_rwcdgzmgkx,tội nghiệp ghê 😩,1,0,0,0
214,test_zqfpvtrzms,Dân số ít nên chỉ có ít vậy,1,0,0,0
215,test_djloztlqxi,"Họ cũng biết suy nghĩ, biết ngại và hổ thẹn., nể chúng ta. Biểu cảm ngay từ đầu trận đã hiện lên trên nét mặt từng cầu thủ, HLV của họ trước trận đâu sân Việt Trì rồi. Chứng tỏ con người Sin họ vẫn có tự trọng. Đây cũng là bài học về cách hành xử của đội ngũ BTC, lãnh đạo họ. Chứ ko phải CĐV nào của họ cũng xấu cả. Chúng ta nhận biết rồi, cũng thắng rồi hãy rộng lượng vị tha mà bỏ qua. Chắc ko có lần sau đâu.",1,0,0,0
216,test_huljtgwxjm,Tất cả chúng ta nên cười. Cười trong hạnh phúc thành công chiến thắng nước nhà là đủ. Chứ ko phải cười trên thất bại nỗi đau ng khác như vậy là hèn.,1,0,0,0
217,test_bjzfpsrfom,Mua một vé mà sở hữu chổ rộng rãi cũng đáng lắm chứ,1,0,0,0
218,test_lwifvzghhn,Tao năm nay 80 tuổi mới nhìn thấy hội cổ động viên bóng đá như thế,1,0,0,0
219,test_orvklgvfms,"Ê nha, y chang t hồi nhỏ. Cứ bảo sao nó không có lỗ mẹ mua sai rồi , lớn lên mới biết t sai 🙂",1,0,0,0
220,test_khsgxqyrbe,hồi nhỏ là phô mai mà ko có lỗ chắc chắn nó ko phải phô mai luôn ấy chứ🤣🤣🤣,1,0,0,0
221,test_nqmcmqrgmg,T cũng thế =)))))),1,0,0,0
222,test_jnwfvdppok,T cũng ko tin =))),1,0,0,0
223,test_ryocclufxf,ảnh hưởng từ bé =)))),1,0,0,0
224,test_omhlnzpcwi,T cũng ko tin nha :))),1,0,0,0
225,test_kmtgkphkcg,"Nghe đâu đó Ban đầu phô mai đều có lỗ hết do một loại vi khuẩn lên men và tạo khí trong phô mai, về sau khi quy trình sản xuất ngày càng sạch với hiện đại tụi vk ko có cơ hội sống nên ko có lỗ, nhưng có vẻ người tiêu dùng ko thích, thậm chí ko tin là phô mai thật nên ngta đã phải cấy thêm vi khuẩn vào phô mai để nó lên men tạo lỗ 🤣",1,0,0,0
226,test_nvpbcandev,Phô mai sẽ ngon hơn nếu nó có lỗ,1,0,0,0
227,test_tfppbfncxe,Hình như phô mai ngày xưa là có lỗ thật tại vì lúc đó công đoạn chế biến còn lẫn cỏ j á cái là có thêm vsv tạo thành mấy cái bóng khí đó còn h thì nhà máy chế biến sạch nên ko có lỗ nữa á,1,0,0,0
228,test_dmprjwhwsv,nhìu lúc ngta cũng bỏ thêm cỏ vào để tạo lỗ vì có nhìu người chỉ chịu ăn phomai có lỗ,1,0,0,0
229,test_urgifvoijr,Cứng mẹ họng. Nhưng mà tao thích mấy anh như này quá cơ,0,1,0,1
230,test_kvxbwgupzz,Rủ thầy mất dạy thì ghê zồi 🤭🤭,0,0,1,2
231,test_vighsarknm,Phim chống phá việt nam thì coi làm mẹ gì 🙂🙂,0,0,1,2
232,test_dkqhsphldm,sủa cc gì trẻ trâu 😎,0,0,1,2
233,test_yamvdrdied,đéo cần m phải coi,0,0,1,2
234,test_egayllsccc,thứ ngu ngục🙂,0,0,1,2
235,test_qeitxmqjph,ngu bớt sủa,0,1,0,1
236,test_gokrhhsqzd,t đâu phải Mỹ ngu bớt thể hiện lại,0,0,1,2
237,test_hlijlhubzb,"nghe trả lời là biết văn hoá tới đâu r, cha mẹ đẻ chắc cũng lành lặn mà tới khúc này tật nguyền ngan, phụ huynh biết chắc buồn dữ lắm... hết cứu r!! 🥲",0,0,1,2
238,test_mqyatkzorr,"phim hàn nó làm phim thì nói theo kiểu nó, chứ bọn m muốn ai làm phim khi nhắc đến Việt Nam cũng phải tung hô sao? Cay thì đệ đơn lên liên hợp quốc hay toà án quốc tế cũng được mà😂😂",1,0,0,0
239,test_msolzoywxr,Yêu nước cực đoan bay vào táp lia lịa,1,0,0,0
240,test_kddiwjtqdx,phim Hay ❤️,1,0,0,0
241,test_lheabnmnhw,Nước Mỹ . Châu âu cũng vậy thôi .Các bạn không biết lịch sử nó dạy học sinh như thế nào à . Nó luôn tự hào khi quốc gia. nó đi xâm lược đánh.xâm lược nước khác . Cho nên bây giờ thế hệ trẻ nước họ cứ thấy người nào đến các nước trước kia bị đánh xâm lược là họ rất coi thường như việt nam mình. Kẻ bị xâm lược là kẻ yếu. Kẻ đi xâm lược là kẻ mạnh. Nên dân nó phải tự hào thì đúng rồi,1,0,0,0
242,test_toljggcjfm,Đam mê là bất diệt nhưng mà squat đến mức gãy chân thì tại hạ xin bái phục🙏,1,0,0,0
243,test_ocqvburcnv,chân bị tai nạn ông oi🤣,1,0,0,0
244,test_dsnzohtbch,Chúc E thành công và thành công hơn nữa nha 👌👍,1,0,0,0
245,test_wfznalepxp,từ từ nó mọc lại ông 🐧,1,0,0,0
246,test_jopsevzfzd,nhìn làm thợ mộc có phải chân e bị tai nạn nghề nghiệp ko e. Chúc e thành công hơn nữa nhé,1,0,0,0
247,test_wzgtfgdvci,e bi nổ bình xăng,1,0,0,0
248,test_inuxqpaatp,cố gắng lên e nhé,1,0,0,0
249,test_xfdjcveilh,tội vậy em 🥺,1,0,0,0
250,test_osyhfuhmlh,bác tập như thế nào và có tăng cường ăn uống không bác,1,0,0,0
251,test_zzyiigbyad,mình vẫn rất đam mê nhưng công việc không cho phép,1,0,0,0
252,test_pbwibetyfa,clm nữa :))),0,1,0,1
253,test_nyonsmqmbe,nhìn làm trong xưởng gỗ thì khả năng bị máy cưa ăn rồi. Tập gym gì cụt chân,1,0,0,0
254,test_knrxpsanib,"máy cưa nào ăn chân , trừ khi bị gỗ đè vào chân trong lúc vận chuyển, còn máy cưa nó chỉ ăn tay thôi",1,0,0,0
255,test_eccmoysetq,"có máy xẻ gỗ, lưỡi cưa dài từ trên xuống đất, chạy tới chạy lui nữa á.",1,0,0,0
256,test_dzionphdni,"vãi cả máy cưa ăn chân, 1 đứa dốt đang chỉ 1 đứa dốt à 😂",0,0,1,2
257,test_olgywectvw,có gì là không thể? Khôn hơn ai mà bảo nta dốt?,0,0,1,2
258,test_hgkzilomta,ko thấy bạn ý làm xưởng mộc à bạn??? Tai nạn nghề nghiệp thôi!,1,0,0,0
259,test_mhgmpubhou,để đây và ko nói gì thêm🤣,1,0,0,0
260,test_feuoklghfd,khó thế ông cũng nghĩ ra được thì cũng ạ ông luôn 🤣,1,0,0,0
261,test_ovtmftlien,ôg nghĩ ra được như vậy thì tại hạ xin quỳ lạy,1,0,0,0
262,test_vxadkehqld,trời ơi suy nghĩ cái gì dậy ní😒,1,0,0,0
263,test_uqnwxcxqrm,"ông nói làm tui cũng thắc mắc, gãy chân thì bó bột thì cái chân cũng còn nguyên, chứ gãy chân ai mà cắt luôn cái chân, đâu phải như thằn lằn mọc đuôi đâu",1,0,0,0
264,test_rczshrksyh,"ngu lại tỏ ra nguy hiểm , chửi thì tự ái :v",0,1,0,1
265,test_zbjahbfgoj,cỡ bạn thì phải tập rơi não,1,0,0,0
266,test_sqflfsoyfv,Thấy có vợ rồi mà não chưa có hả ?,1,0,0,0
267,test_bksttmjiue,Người ta nói vui mà mấy cha mấy má nghiêm túc quá.,1,0,0,0
268,test_cjfpujuckb,mất chân chứ gãy đâu ông,1,0,0,0
269,test_wtbsdmlynm,tư duy tích cực và hài hước nè,1,0,0,0
270,test_goagkwadif,Ông đấy trêu thôi nhiều ông căng vc,0,1,0,1
271,test_aondphludh,"Trong vòng võn vẹn chỉ 10 năm mà e gặp tai nạn phải mất 1 phần chân sao, xin lỗi e trai vì câu hỏi thiếu tế nhị này của a nhưng a thấy..... Cố gắng lên e nhé",1,0,0,0
272,test_yfwuxyleab,"e là chàng trai đầy nghị lực, a chúc sức khỏe e và gia đình nhé",1,0,0,0
273,test_vdcwbnlmao,Rồi tập sao để mất cả cái chân kia,1,0,0,0
274,test_ofgnwviqba,Chất đấy. 10 năm tập luyện chăm chỉ. Chỉ cần túi có chục tỷ nữa là gái đẹp theo đầy ! Ủa khoan. Còn 1 cái chân ai đã lấy đi ?,1,0,0,0
275,test_aqqecqngls,chục tỉ thời nay làm dc j ?,1,0,0,0
276,test_icuhhhmbas,Tàn nhưng không phế,1,0,0,0
277,test_akyiovoxti,"Một ý trí kiên cường... rất tuyệt vời.. chỉ cần mình có mục đích, không bao giờ đầu hàng,, không bỏ cuộc.👍👍👍💯💯💯",1,0,0,0
278,test_tsuryxwvxk,Quá ngưỡng mộ nghị lực của bạn. Chúc bạn nhiều sức khoẻ và may mắn ❤️,1,0,0,0
279,test_afxkhiicdw,Đáng nể sự kiên cường của E,1,0,0,0
280,test_gvgbaorqnm,Tuyệt vời ý chí kiên cường và nghị lực vươn lên bỏ qua mọi nghịch cảnh,1,0,0,0
281,test_igfquarktw,Tôi thà trở lại như xưa chứ có cơ bắp mà còn có 1 chân thì buồn lắm,1,0,0,0
282,test_mrgoftsncs,Vô cùng ngưỡng mộ bạn,1,0,0,0
283,test_fngjxegonp,Nghị lực!,1,0,0,0
284,test_knequtfmza,Bạn mua cái chân giả này ở đâu. Cho mình xin số điện thoại nhé vì ở nhà mình cũng bị như thế,1,0,0,0
285,test_ynjllrswvv,Nghị lực ý chí phi thường. Chúc mừng chú em,1,0,0,0
286,test_orbvtaqlxw,E ngủ ngon,1,0,0,0
287,test_tuoximtcgh,Chúc e luôn khỏe mạnh và thành công nha,1,0,0,0
288,test_asjmhcbybq,tuyệt vời . chúc mọi điều may mắn đến với bạn,1,0,0,0
289,test_czskktyifd,nghị lực phi thường 👍,1,0,0,0
290,test_tusqsqmahe,"Quá chất , tấm gương nghị lực",1,0,0,0
291,test_xpqimxtuds,"quá nét luôn, chúc sức khoẻ anh trai nha",1,0,0,0
292,test_unjkpmwpqw,Ôi 10 năm thiệt ngưỡng mộ em😍,1,0,0,0
293,test_uxxzfnfzvh,Tấm gương sáng về nghị lực cho những ai thiếu may mắn trong cuộc sống.chúc bạn luôn mạnh khỏe và hạnh phúc.👏👍💪,1,0,0,0
294,test_znqvjzdeos,Khét mù ông anh cũng làm nghề và đam mê giống em đấy 🤣,1,0,0,0
295,test_ffyqiznxsj,Chúc b luôn mạnh khoẻ 👍,1,0,0,0
296,test_ntgssfrmck,Khâm phục,1,0,0,0
297,test_shbcszssgu,Nghị lực tuyệt vời a oi,1,0,0,0
298,test_ozjyztfpdd,Trời gì mà kinh khủng quá e ơi 🫰,1,0,0,0
299,test_bjvlgxcbqe,Chúc bro mạnh giỏi nha 🏆,1,0,0,0
300,test_moibenytuv,Hâm mộ anh 🥰,1,0,0,0
301,test_jdjfrqcyrj,Khâm phục anh,1,0,0,0
302,test_qlxshvubkh,"Cúp trong lòng người hâm mộ, các game được đề cử khác là chiếc cúp lớn nhất",1,0,0,0
303,test_rgljfiggbg,hóng chửi nhau thôi,1,0,0,0
304,test_zhcsqbmcxg,Nghe Tuấn Vũ hát Những đồi hoa sim phê vãi. Đến bây giờ mình vẫn nghe. Tiếp theo là Như Quỳnh với Chuyện Hoa Sim,1,0,0,0
305,test_gthwkwujwm,Phương Dung hát cũng hay !!!,1,0,0,0
306,test_kytsvuqase,Bản thân cụ Hữu Loan cũng khốn khổ vì bài thơ này mà. Đọc mấy bài viết của những người bạn cụ mới rõ cuộc sống của cụ sau đó,1,0,0,0
307,test_vjyyejtygx,khán giả dễ dãi thế mà cứ đòi phong sát,1,0,0,0
308,test_oplqfmqrwf,thấy toàn các em gái trẻ đi đu thằng này. Mạt vận thật,1,0,0,0
309,test_egfvztpyge,thằng nhóc này nhớ là chỉ có mỗi phốt phát biểu ngu về chuyện nhà thôi chứ còn phốt gì to khác đâu mà phong sát nhỉ?,0,0,1,2
310,test_qqpgxevumn,Các cháu gái bị người yêu nó đánh cho tòe mỏ vẫn bỏ bố bỏ mẹ đi theo nữa là vài ba cái câu chửi bậy ngày xưa.,1,0,0,0
311,test_hzmnnqvcrg,"Thằng Bắc Kì nó chửi khán giả như chó, chửi vô ơn đéo biết trân trọng công sức hay bợ đỡ tụi nó mà còn cả đống đứa vào bênh (kể cả trên này luôn) thì đòi hỏi gì ở dân trí",0,0,1,2
312,test_etiwvzgrss,"tên thằng này đọc giống nigga v, cố tình à",0,1,0,1
313,test_kbmxrwlsvp,bao dung cmm thằng ml dbgr,0,0,1,2
314,test_bxpddfdjug,"Đúng là dân trí ngu, dễ dãi miễn là thần tượng thì làm gì cũng được",0,0,1,2
315,test_xwoqoyzsov,"Khán giả dễ dãi như phò bảo sao chúng nó càng phốt càng nổi, nó lập cái acc steam Park Kye Chol mà các em gái ngoài này vẫn đi hú hét thần tượng nó được mới tài, đúng fan não tàn",0,0,1,2
316,test_vrlyhhhhwj,Mình gần chạm đầu 3 rồi thấy con bạn đại học mình cưới chồng rồi còn đi đu thằng này đây,1,0,0,0
317,test_vauqjxbfzt,"lũ trẻ (hoặc lũ già đầu nghĩ mình trẻ) ẩm ương, dẩm lồn này đúng là mỏ vàng để bọn truyền thông nó bào",0,0,1,2
318,test_zggmzvtnxs,"Gái già, gái trung niên cũng có nữa nhé. Đọc cmt fb, toktok thấy rất nhiều bà cô vào bày tỏ thương mến thằng Negav chỉ bởi lý do nó đẹp trai, kute và hát hay. Họ ko cần quan tâm quá khứ nó ra sao đâu",1,0,0,0
319,test_lflpomflad,"Thằng ngu, người bình thường thì who care???? đây là người có sức ảnh hưởng trong giới trẻ.",0,0,1,2
320,test_tuxlvsjwyg,"nó có nguyên cái group nói về sục cặc, post cả hình trẻ em, phụ nữ, đàn ông trong đó để joke",0,1,0,1
321,test_mgzvhufsrx,"Tôi không quan tâm tới mấy cái show này lắm, cũng không ủng hộ hay bênh gì thằng biến thái kia nhé.",0,0,1,2
322,test_uqetjuxwkp,"Nhưng nhìn ở 1 khía cạnh khác tích cực hơn thì dạo gần đây có 2 show hát hò này nổi phết, đó là 1 tín hiệu đáng mừng cho giải trí Việt. Cái này mà cứ duy trì được thì mình có hi vọng ngành công nghiệp giải trí được như Hàn quắc. Nói gì thì nói, cũng phải có thị trường thì mới có cơ hội phát triển được.",1,0,0,0
323,test_axgmmymyhn,"Thằng súc vật này được tẩy trắng nhưng k ăn thua rồi, tụi netizen vẫn thù lắm",0,0,1,2
324,test_tgwwlhbkwt,"Mấy cái đó mà joke cái đéo gì. Tự nhiên đòi bj Sếp ngay dưới bức hình Sếp thì là não có vấn đề chứ joke cc, rồi tự nhiên chụp hình ngoài đường bảo đứa nhỏ kia này nọ, nó là thần kinh đéo bthg chứ joke cái đéo.",0,0,1,2
325,test_dntyhxqepg,Gái Bắc dễ dãi có tiếng mà,1,0,0,0
326,test_aynexjkrqp,"Mấy show tạp kỹ kiểu này kéo được mấy con dẩm với mấy mụ sồn sồn là chính, mà đám này xem ATSH để đu bọn trai đẹp, chứ show nữ thì có cớt mà quan tâm ấy. Còn nếu hòng lôi kéo tệp khán giả là đàn ông thì quá fail, vì hầu như đàn ông lại không có cái trò đu idol theo kiểu bọn nữ dẩm này",1,0,0,0
327,test_dowcclrixq,"Nói chung thằng này ngu, không biết tiết chế khi dùng cái acc thật, chắc nó cũng chưa bao giờ nghĩ nó sẽ nổi tiếng như này chứ giờ bảo đào lại cmt thì thằng nào chẳng có những cmt như thế",0,0,1,2
328,test_dvsqoyrazh,Toàn lũ đú bẩn đi xem cái show này.,0,0,1,2
329,test_uiuonayesm,Tôi có phải cập nhật kém quá không mà vào ATSH xem tôi không biết 1 thằng nào hết. Được cái đi làm về qua SVĐ toàn thấy các múi mít xinh tươi đi xem,1,0,0,0
330,test_rfuualfbbd,"Chúng mày làm đếch gì mà ""phong sát"" nó. Nó là thằng thợ hát. Thợ nhảy. Nó hát hay, nhảy đẹp là được. Câu phát ngôn của nó là ngu, thiếu suy nghĩ nhưng đéo ảnh hưởng đến hát và nhảy của nó. Câu đó ko sai về mặt pháp luật.",0,0,1,2
331,test_ywiyqqeuni,"Chúng mày trông mong gì ở đó ? Muốn nó phải phát ngôn như một nhà giáo ưu tú ? Uyên thâm như nhà bác học ? Chúng mày bớt hãm lồn lại. Chính vì cái tư tưởng ""coi trọng lời nói hành động"" của đám gừng si, đám kol, coi lời nói hành động của tụi nó có giá trị nên thành ra lâu dần tụi nó mới có sức ảnh hưởng lên lớp trẻ.",0,0,1,2
332,test_zkxmjieqcf,"Gái Trung-Nam gì cũng thế mà, quan trọng là tổ chức ở đâu thôi. Ông xem gái ăn mặc mát mẻ nhún nhảy thì gái nó cũng xem trai y thế khác lồn gì đâu.",0,1,0,1
333,test_koroqdjibu,"Hôm qua con em nó mở show chị đẹp, nghe mệt vcl, toàn thấy các chị hú hét, nghe giả tạo vãi beep.",0,1,0,1
334,test_vfngozfuob,"Mới đầu nghe cái concert này tưởng đâu là Hàn Quốc gì đó. Ai dè là sản phẩm của bên showbiz, ban đầu là tạo chương trình ca nhạc dạng thi thố tài năng trên tivi sau rồi đẩy tụi này ra thành diễn concert luôn. Mà tài năng thì ko biết tới đâu nhưng tiêu chí ban đầu là phải đẹp trai cool bóng bóng ẻo ẻo như đa số gu của giới trẻ bây giờ. 2 chương trình bự nhất dạng vầy 1 là anh trai say hi (tụi ca sĩ trẻ, tài năng trẻ mới nổi do công ty Đất Việt nó làm) thứ 2 là anh trai vượt ngàn chông gai (ca sĩ đã có thâm niên xuất hiện trên showbiz có lượng fan nhất định do Yeah nó làm).",1,0,0,0
335,test_yefqvyiblc,"những năm gần đây mảng kinh doanh tổ chức concert này trúng đậm, khán giả trẻ ngày càng thích tham gia mấy cái concert và sẵn sàng chi đậm luôn, tuần rồi đi xem ID ở Vinhome nhìn toàn các em múi mít mới lớn xúm xính, mà giá vé cũng không hề rẻ",1,0,0,0
336,test_pdweppvagn,Con đĩ mẹ mày muốn chơi tao hả,0,0,1,2
337,test_zaluirfbte,Vozer có phải chuẩn mực xh đéo đâu,0,1,0,1
338,test_zzwtksical,"anh trông mong gì ở cái dân trí xứ này, thôi coi như là một dấu hiệu của dẩm lồn e để mà biết đường né đi",0,1,0,1
339,test_ntstbwihuj,"Nó chửi tụi có não ngoài đó, còn tụi bênh nó thì mất não, trong tôi có ai xem hài thằng này đâu.",0,0,1,2
340,test_nivpyqsgea,Khán giả nữ đi show ATSH này đa phần là con nhà giàu hoặc có công việc thu nhập cao đấy. Ăn diện xịn xò và make up xinh phết.,1,0,0,0
341,test_whdlhrddbk,"Bản chị đẹp bên tàu cũng thế, mà đúng kiểu tính chất của phụ nữ cmnr, chỗ nào mà các chị em tụ tập là đúng thành cái chợ, ồn éo chịu nổi",0,1,0,1
342,test_ruwugwxulc,"Đám chửi thì một đám có gia đình già dẩm bảo thủ, hai là mama boy, không có tiền dắt gái đi concert, đi ăn đi chơi, còn nếu gái chửi dạng siêu hướng nội, khó tính có lol tán dẫn đi chơi được, già dẩm, ế cũng thuộc dạng mama girl. Tôi gặp mấy vị này thì thôi cho next, vừa lười vừa nhát lại kibo nhưng suốt ngày muốn kiếm người iu bạn trai tổng tài, hoặc cô gái trẻ đẹp, vừa biết kiếm tiền, nội trợ vừa phải yêu chân thành, real love như truyện manga Nhật, với tiểu thuyết bên Trung thì dẹp đi là vừa.",1,0,0,0
343,test_slilzgbfzq,Mạt vận dân trí fen ạ,1,0,0,0
344,test_ibnhtmevuo,"Mình nát thì đừng vơ đũa, hạ thấp mọi người rằng ai cũng nát như mình. Làm vậy anh cũng chẳng ""cao"" lên nổi đâu",0,0,1,2
345,test_dkqbrwvdlw,"Bao dung củ cặc, ai bao dung m",0,0,1,2
346,test_oirorecwja,Kém. Giờ mấy con fan não tàn đang xếp hàng trước cửa nhà chờ nó ban phát 27 triệu,0,0,1,2
347,test_sotzbxrndv,Thượng đẳng làm gì a cứ search keyword liếm/buscu/múi mít xong trên thanh search voz xong lướt topic này xem có đúng như tôi nói ko nhé. Anh dám khẳng định vozers ko đem mấy cái đó ra giỡn bao h k,1,0,0,0
348,test_okysbjboss,"Anh chưa ra ngoài đời hay còn ngu? Tôi ko online 24/24 suốt hơn chục năm nằm voz để soi xem có thành phần nào như các anh ko, cho nên câu dạo đầu chỉ rào trước đề phòng mấy thằng soi câu chữ như anh thôi",0,0,1,2
349,test_acdocswkdw,Biết là chẳng mấy liên quan và cũng qua lâu rồi nhưng xem lại pha vào bóng của Hải Quế mà lạnh người thật. Đạo đức ở đâu? Tình người ở đâu?,1,0,0,0
350,test_uzqfigrdmm,"Toàn làm màu, lúc phỏng vấn thì vầy.",1,0,0,0
351,test_lcyrmkdlaz,2 khứa sơn đông mãi võ kiếm tiền phê vl,0,1,0,1
352,test_kjnllpvsma,diễn kiếm tiền vcl. Mà nhìn footwork trông thằng Jake nó bung hết sức chắc liệm cụ r :too_sad:,0,1,0,1
353,test_mktoapffnl,Quá thành công cho các bên. Người hâm mộ cũng muốn nhìn lại thần tượng Mike Tyson 1 thời của họ trên võ đài.,1,0,0,0
354,test_twspnbvujz,Ngày mai thấy hai cụ cháu đi quẩy chung bar,1,0,0,0
355,test_vhwmghtuvk,"lão mike tyson lên võ đài kiếm tiền đéo như thương tín xứ vịt, cào mặt xin tiền",0,1,0,1
356,test_odyalblmpm,"Tính ra thằng Jake cũng ""kính lão đắc thọ"". Nó kiếm được nhiều hơn nhưng kiếm cách chia đều cho Mike. Đọc tóm tắt trận đấu có vẻ Jake Paul chưa bung hết sức. Nếu nó bung hết sức có khi hiệp 3 Mike bị hạ",1,0,0,0
357,test_upnhqqtfqu,"thôi đời anh Mai cũng long đong lận đận rồi, hy vọng anh có khoản giắt lưng dưỡng già",1,0,0,0
358,test_khzsfzsmxq,Thế đéo nào có ô chửi cụ Mai như Thương Tín,0,1,0,1
359,test_bfjypdrkvz,"Vl, thằng ngu đó nó so sánh",0,0,1,2
360,test_xpdqliknog,Giống như WWE mà phiên bản boxing vậy. 2 ông lên diễn tí rùi lấy tiền ăn chơi tiếp. Mike mới hôm nào lên báo nói là 10tr trong tk thui mà.,1,0,0,0
361,test_bdqtedvbdg,"Các Vozer cứ chê, mục đích cuộc giao lưu này đã quá rõ kể từ khi nó bắt đầu. Đó là TIỀN ! Mọi người bỏ tiền ra xem như xem WWE thôi mà, kịch bản, cốt truyện, diễn xuất....như 1 bộ phim thôi. Quan trọng gì đánh đấm nữa, trước khi đấm 2 bên kiểu gì chả thỏa thuận , yêu cầu Paul nhẹ tay và cầm chừng cho Cụ Thép còn thở, ko knock out kẻo mất hết sĩ diện. Tiếc là đạo diễn ko cho 1 vài tình tiết cao trào trong trận đấu làm điểm nhấn, nên hơi nhạt nhòa.",1,0,0,0
362,test_bocptihnpm,dù thắng thua cũng đút túi ngàn tỏi,1,0,0,0
363,test_rxzzadrymz,Cái món boxing này chả hiểu sao tiền thưởng nhiều vkl. Trận gì thằng mayweather lúc trước cũng toàn chạy chạy tầm xàm ba láp mà cũng được mấy trăm củ $,0,1,0,1
364,test_ehnklsdcuu,Hai thằng diễn với nhau bỏ túi mấy chục triệu Biden,1,0,0,0
365,test_enxigdjbvz,"đấm nhau với lão U60 thì chả sao sao, Mike quẩy được hẳn 8 hiệp tức là vẫn khỏe vl đấy chứ",0,1,0,1
366,test_hjnxochtwi,Có bao nhiêu phim dự giải để gạt lựa ra top 15 nhỉ? BTC phải ngồi xem hết các phim hay dựa vào đâu để chọn top vậy các bác?,1,0,0,0
367,test_xstjdibkmo,"Mặt dày lắm mới đem con này đi tranh giải, thấy cái poster thôi là đội tuyển chọn quăng sọt rồi.",1,0,0,0
368,test_srynuatpmt,Chê phim này giờ còn dc chuyển khẩu qua Cali ko các thím? Chưa xem mà có lướt 1 khúc cầm bom 3 càng bay lên là thấy hài cốt rồ,1,0,0,0
369,test_nujyczdbqt,quả phim rác còn thua đám sinh viên làm mà tưởng siêu phẩm à. Thà vác phim thằng hề khóc đi dự còn đỡ hơn đấy dù vẫn rác,1,0,0,0
370,test_cywwuphjrl,Phim việt mà có bất kì giải oscar nào thì đúng mạt vận nền điện ảnh.,1,0,0,0
371,test_udsjxegnnb,"Mỗi người mỗi gu, làm phim rác như đào vẫn có người xem nên vẫn cứ làm đó",1,0,0,0
372,test_dagiwrfuqk,Phim đúng dở nhưng chê thì bảo là baque.. chịu chả hiểu nổi.,1,0,0,0
373,test_dzoblwguxz,"Chúng ta ưu việt hơn chúng nó sao phải để chúng nó đánh gia ta đc??? Ta phải đánh giá lại chúng nó, cấm phim chúng nó chiếu trên đất ta mới phải",1,0,0,0
374,test_duznwxxdim,"Mặc áo dài cầm ba càng hô to “It’s Đào phở time” rồi bay vào xe tăng như thật, tao cũng lạy thằng đạo diễn nào nghĩ ra được cảnh này",1,0,0,0
375,test_xihxfuabmm,Này là rớt vòng gửi xe (vòng này bao nhiêu phim thi cũng được) trước khi vào được vòng danh sách 15 phim đề cử thôi mà lều báo giật tít như kiểu bám trụ tới tốp 15 bác. Vòng 15 phim còn rút tiếp mới chính thức danh sách đề cử phim quốc tế hay nhất,1,0,0,0
376,test_wilkhkwouq,Phim như cc,0,1,0,1
377,test_nvutzvhuef,"Giật cái tít nghe ác chiến thật chứ, trượt top 15",1,0,0,0
378,test_geatpgynua,"Kiểu có cả trăm phim nó chọn 15 bộ vào vòng sau ko có con Đào này xong lên cái tít ""trượt top 15"" hả (dù về nghĩa thì cũng k phải sai)",1,0,0,0
379,test_qfegvjzalf,Bố cái phim rác sóc lọ tinh thần nghệ ngão mà cứ tưởng siêu phẩm,1,0,0,0
380,test_jqzclkutsx,"Chuyện hiển nhiên mà cũng thành bài báo, lãng phí tài nguyên mạng",1,0,0,0
381,test_ufbuzdpqpl,"T có xem đc 1 đoạn trên tiktok do ng xem leak ra. Cảm thấy mạch phim cứ bị gãy thế nào ý, các cảnh hơi vụn, vội, như kiểu cố nhồi nhét nhiều câu chuyện vào 1 tình tiết. Đặc biệt ghét cảnh kết hôn theo kiểu công giáo. Có lẽ thứ ổn nhất ở phim này là giá trị lịch sử.",1,0,0,0
382,test_iekqnlizpy,"trượt giải gì, trượt oscar, nghe oai vcl mấy fen",0,1,0,1
383,test_vqpcckdant,"Có một cái chuyện nữa, là tôi không hiểu lắm mỗi lần nói về mấy phim chiến tranh, bọn nó sẽ có một cái văn là ""phim nước ngoài làm về chiến tranh sẽ là nhân vật chính tả xung hữu đột nhưng phim VN lột tả khốc liệt của chiến tranh"", chả lẽ nó không coi mấy bộ như Band of Brothers, The Pacific, hay Đức thì có Generation War, Hàn thì có Taegukgi? Mà đó là những phim nó đã làm được từ cách đây 10-20 năm rồi?",1,0,0,0
384,test_mgonutofyv,"Mặt dày thật, hoặc thần kinh có vấn đề mới gửi phim này đi tranh giải",1,0,0,0
385,test_wryjsvllzx,"Oscar này là bên Mỹ nó mời cục điện ảnh gửi phim nghĩa là có 200 quốc gia thì tối đa là 200 phim thôi, con số gửi đi ít rất nhiêù tôi nghĩ khoảng 50-70 phim thôi. Nó khác biệt với Cannes hay Venice cứ có phim thì gửi. Tính ra tỉ lệ chọi của nó thấp hơn nhiều.",1,0,0,0
