Unnamed: 0,id,free_text,CLEAN,OFFENSIVE,HATE,label_id
182,test_qaqhzcktyw,""" cấm khác mới hài thầy độc_tài quá """,1.0,0.0,0.0,0.0
183,test_ttmisdweyf,""" đọc cái biết ngay ai """,1.0,0.0,0.0,0.0
184,test_kowjhxdoka,""" eh mà trông bạn nữ ngồi trên đùi bạn nam trông nhỏ_xíu đáng yêu nhò """,1.0,0.0,0.0,0.0
185,test_mllgwqoxtl,""" chúc_mừng bà nha """,1.0,0.0,0.0,0.0
186,test_lnaoowhazi,""" tích_cực giữa đống tiêu_cực """,1.0,0.0,0.0,0.0
187,test_zecivggsaf,""" việt nam ăn_may lợi_thế sân nhàkhí hậukhán giả thôi sang singapore đấu là thua ngay """,1.0,0.0,0.0,0.0
188,test_jtgdltxnai,""" sau cứ nói cả nhà tôi bị ngu là dc """,0.0,0.0,1.0,2.0
189,test_awwuqvgatf,""" vừa đá ở sing thắng về rồi mà thằng ngáo chó sau cứ nói tôi bị ngu là được """,0.0,0.0,1.0,2.0
190,test_gzeiuhageu,""" mâm nào cũng có_mặt m """,1.0,0.0,0.0,0.0
191,test_wuesccjrhr,""" cháu còn nhỏ mà phát_biểu liều thế cháu thôi cháu cứ xem concept đi chứ đừng bóng bánh làm gì nhé và bớt cmt đi cháu ạ k các bác các anh các chú lại chửi cho tội ra """,1.0,0.0,0.0,0.0
192,test_bdonmbcvdm,""" m ko xem lượt đi hảsau này cứ cmt tao bị thiểu_năng là được """,0.0,0.0,1.0,2.0
193,test_mbtvwgbjmt,""" lần sau không cần comment như này đâu bạn chỉ cần_câu tôi bị ngu là người_ta hiểu rồi """,0.0,0.0,1.0,2.0
194,test_kdodwanniz,""" thằng loz này cắn bậy cắn bạ từ page này đến chỗ khác đói_khát lắm hả mày """,0.0,0.0,1.0,2.0
195,test_humqlolkjv,""" rồi làm két bia thôi """,1.0,0.0,0.0,0.0
196,test_nyqzfhvwea,""" thế cổ_động_viên của họ có người thôi à bạn """,1.0,0.0,0.0,0.0
197,test_qrzesdszic,""" tặng trái cho người hâm_mộ """,1.0,0.0,0.0,0.0
198,test_jajwvsifug,""" trà tam rượu tứ đi uống nước chè là ổn_áp rồi bác """,1.0,0.0,0.0,0.0
199,test_nkeriyartp,""" cmt cười vl """,0.0,1.0,0.0,1.0
200,test_ymcnpcmrjp,""" ý là đây là hình_ảnh tích_cực giữa một trận_đấu mà đội nhà bị hấp diêm thôi chứ có phải nói cđv vn là tiêu_cực đâu chính sân phú thọ đã hỗ_trợ miễn_phí vé vào cổng cho cđv singapore là ngta cũng đủ hiểu người nước bạn ở bên mình ít cỡ nào mà """,1.0,0.0,0.0,0.0
201,test_wgbeliryoh,""" biết bắt_bẻ đấy nhưng k hiểu """,1.0,0.0,0.0,0.0
202,test_bnthjytwpb,""" có vẻ họ cũng là những cổ_động_viên tích_cực nhiệt_tình của đội_tuyển nước họ giống như chúng_ta màdù khó_khăn nhưng họ vẫn đến cổ_vũ và xem đội nhà trong cái thời_tiết lạnh thế nàymng nên thả tim cho họ chứ nhỉ """,1.0,0.0,0.0,0.0
203,test_nwmmafydhn,""" hãy cứ vô_tư và lạc_quan lên em ơi """,1.0,0.0,0.0,0.0
204,test_bnkcabcwpg,""" thế_thì miễn_phí vé là đúng rồi lấy mang_tiếng """,1.0,0.0,0.0,0.0
205,test_najgvdhajo,""" nãy xem cứ tưởng bị sao mà có công_an đứng cạnh tưởng vi_phạm gì nên bị cách_ly kể cũng tội mà thôi kệ """,1.0,0.0,0.0,0.0
206,test_otyajtkltj,""" sgp nào cũng ngu và gà_mờ """,0.0,0.0,1.0,2.0
207,test_dxamhuicoa,""" đông vui quá nhờ """,1.0,0.0,0.0,0.0
208,test_pyompwhkjy,""" lặng_lẽ vào đọc ctm rồi cười điên """,1.0,0.0,0.0,0.0
209,test_rigbtzjhey,""" để tui ra giựt tóc mấy cha này """,1.0,0.0,0.0,0.0
210,test_kevyytszvd,""" chị áo đỏ không cảm_xúc luôn """,1.0,0.0,0.0,0.0
211,test_zthnpndneu,""" chỉ là ba bàn thắng cho cổ_động_viên là đủ """,1.0,0.0,0.0,0.0
212,test_ulojkbdcwn,""" đế_quốc hùng_mạnh đem cả vạn người đi cổ_vũ """,1.0,0.0,0.0,0.0
213,test_rwcdgzmgkx,""" tội_nghiệp ghê """,1.0,0.0,0.0,0.0
214,test_zqfpvtrzms,""" dân_số_ít nên chỉ có ít vậy """,1.0,0.0,0.0,0.0
215,test_djloztlqxi,""" họ cũng biết suy_nghĩ biết ngại và hổ_thẹn nể chúng_ta biểu_cảm ngay từ đầu trận đã hiện lên trên nét mặt từng cầu_thủ hlv của họ trước trận đâu sân việt trì rồi chứng_tỏ con_người sin họ vẫn có tự_trọng đây cũng là bài_học về cách hành xử của đội_ngũ btc lãnh_đạo họ chứ ko phải cđv nào của họ cũng xấu cả chúng_ta nhận_biết rồi cũng thắng rồi hãy rộng_lượng vị_tha mà bỏ_qua chắc ko có lần sau đâu """,1.0,0.0,0.0,0.0
216,test_huljtgwxjm,""" tất_cả chúng_ta nên cười cười trong hạnh_phúc thành_công chiến_thắng nước_nhà là đủ chứ ko phải cười trên thất_bại nỗi đau ng khác như_vậy là hèn """,1.0,0.0,0.0,0.0
217,test_bjzfpsrfom,""" mua một vé mà sở_hữu chổ rộng_rãi cũng đáng lắm chứ """,1.0,0.0,0.0,0.0
218,test_lwifvzghhn,""" tao năm nay tuôi mơi nhin thây hôi cô đông_viên bong đa như thê """,1.0,0.0,0.0,0.0
219,test_orvklgvfms,""" ê nha_y chang t hồi nhỏ cứ bảo sao nó không có lỗ mẹ mua sai rồi lớn lên mới biết t sai """,1.0,0.0,0.0,0.0
220,test_khsgxqyrbe,""" hồi nhỏ là phô_mai mà ko có lỗ chắc_chắn nó ko phải phô_mai luôn ấy chứ """,1.0,0.0,0.0,0.0
221,test_nqmcmqrgmg,""" t cũng thế """,1.0,0.0,0.0,0.0
222,test_jnwfvdppok,""" t cũng ko tin """,1.0,0.0,0.0,0.0
223,test_ryocclufxf,""" ảnh_hưởng từ bé """,1.0,0.0,0.0,0.0
224,test_omhlnzpcwi,""" t cũng ko tin nha """,1.0,0.0,0.0,0.0
225,test_kmtgkphkcg,""" nghe đâu đó ban_đầu phô_mai đều có lỗ hết do một loại vi_khuẩn lên_men và tạo khí trong phô_mai về sau khi quy_trình sản_xuất ngày_càng sạch với hiện_đại tụi vk ko có cơ_hội sống nên ko có lỗ nhưng có vẻ người tiêu_dùng ko thích thậm_chí ko tin là phô_mai thật nên ngta đã phải cấy thêm vi_khuẩn vào phô_mai để nó lên_men tạo lỗ """,1.0,0.0,0.0,0.0
226,test_nvpbcandev,""" phô_mai sẽ ngon hơn nếu nó có lỗ """,1.0,0.0,0.0,0.0
227,test_tfppbfncxe,""" hình_như phô_mai ngày_xưa là có lỗ thật tại vì lúc đó công_đoạn chế_biến còn lẫn cỏ j á cái là có thêm vsv tạo thành mấy cái bóng khí đó còn h thì nhà_máy chế_biến sạch nên ko có lỗ nữa á """,1.0,0.0,0.0,0.0
228,test_dmprjwhwsv,""" nhìu lúc ngta cũng bỏ thêm cỏ vào để tạo lỗ vì có nhìu người chỉ chịu ăn phomai có lỗ """,1.0,0.0,0.0,0.0
229,test_urgifvoijr,""" cứng mẹ họng nhưng mà tao thích mấy anh như này quá cơ """,0.0,1.0,0.0,1.0
230,test_kvxbwgupzz,""" rủ thầy mất_dạy thì ghê zồi """,0.0,0.0,1.0,2.0
231,test_vighsarknm,""" phim chống_phá việt nam thì coi làm mẹ gì """,0.0,0.0,1.0,2.0
232,test_dkqhsphldm,""" sủa cc gì trẻ trâu """,0.0,0.0,1.0,2.0
233,test_yamvdrdied,""" đéo cần m phải coi """,0.0,0.0,1.0,2.0
234,test_egayllsccc,""" thứ ngu ngục """,0.0,0.0,1.0,2.0
235,test_qeitxmqjph,""" ngu bớt sủa """,0.0,1.0,0.0,1.0
236,test_gokrhhsqzd,""" t đâu phải mỹ ngu bớt thể_hiện lại """,0.0,0.0,1.0,2.0
237,test_hlijlhubzb,""" nghe trả_lời là biết văn_hoá tới đâu r cha_mẹ đẻ chắc cũng lành_lặn mà tới khúc này tật_nguyền ngan phụ_huynh biết chắc buồn dữ lắm hết cứu r """,0.0,0.0,1.0,2.0
238,test_mqyatkzorr,""" phim hàn nó làm phim thì nói theo kiểu nó chứ bọn m muốn ai làm phim khi nhắc đến việt_nam cũng phải tung_hô sao cay thì đệ đơn lên liên_hợp quốc hay toà_án quốc_tế cũng được mà """,1.0,0.0,0.0,0.0
239,test_msolzoywxr,""" yêu nước cực_đoan bay vào táp lia_lịa """,1.0,0.0,0.0,0.0
240,test_kddiwjtqdx,""" phim hay """,1.0,0.0,0.0,0.0
241,test_lheabnmnhw,""" nước mỹ châu âu cũng vậy thôi các bạn không biết lịch_sử nó dạy_học_sinh như thế_nào à nó luôn tự_hào khi quốc_gia nó đi xâm_lược đánhxâm lược nước khác cho_nên bây_giờ thế_hệ trẻ nước họ cứ thấy người nào đến các nước trước_kia bị đánh xâm_lược là họ rất coi_thường như việt nam mình kẻ bị xâm_lược là kẻ yếu kẻ đi xâm_lược là kẻ mạnh nên dân nó phải tự_hào thì đúng rồi """,1.0,0.0,0.0,0.0
242,test_toljggcjfm,""" đam_mê là bất_diệt nhưng mà squat đến mức gãy chân thì tại hạ xin bái_phục """,1.0,0.0,0.0,0.0
243,test_ocqvburcnv,""" chân bị tai_nạn ông oi """,1.0,0.0,0.0,0.0
244,test_dsnzohtbch,""" chúc e thành_công và thành_công hơn_nữa nha """,1.0,0.0,0.0,0.0
245,test_wfznalepxp,""" từ từ nó mọc lại ông """,1.0,0.0,0.0,0.0
246,test_jopsevzfzd,""" nhìn làm thợ_mộc có phải chân e bị tai_nạn nghề_nghiệp ko e chúc e thành_công hơn nữa nhé """,1.0,0.0,0.0,0.0
247,test_wzgtfgdvci,""" e bi nổ bình xăng """,1.0,0.0,0.0,0.0
248,test_inuxqpaatp,""" cố_gắng lên e nhé """,1.0,0.0,0.0,0.0
249,test_xfdjcveilh,""" tội_vậy em """,1.0,0.0,0.0,0.0
250,test_osyhfuhmlh,""" bác tập như thế_nào và có tăng_cường ăn_uống không bác """,1.0,0.0,0.0,0.0
251,test_zzyiigbyad,""" mình vẫn rất đam_mê nhưng công_việc không cho phép """,1.0,0.0,0.0,0.0
252,test_pbwibetyfa,""" clm nữa """,0.0,1.0,0.0,1.0
253,test_nyonsmqmbe,""" nhìn làm trong xưởng gỗ thì khả_năng bị máy cưa ăn rồi tập gym gì cụt chân """,1.0,0.0,0.0,0.0
254,test_knrxpsanib,""" máy cưa nào ăn chân_trừ khi bị gỗ đè vào chân trong lúc vận_chuyển còn máy cưa nó chỉ ăn tay thôi """,1.0,0.0,0.0,0.0
255,test_eccmoysetq,""" có máy xẻ gỗ lưỡi cưa dài từ trên xuống đất chạy tới chạy lui nữa á """,1.0,0.0,0.0,0.0
256,test_dzionphdni,""" vãi cả máy cưa ăn chân đứa dốt đang chỉ đứa dốt à """,0.0,0.0,1.0,2.0
257,test_olgywectvw,""" có gì là không_thể khôn hơn ai mà bảo nta dốt """,0.0,0.0,1.0,2.0
258,test_hgkzilomta,""" ko thấy bạn ý làm xưởng mộc à bạn tai_nạn nghề_nghiệp thôi """,1.0,0.0,0.0,0.0
259,test_mhgmpubhou,""" để đây và ko nói gì thêm """,1.0,0.0,0.0,0.0
260,test_feuoklghfd,""" khó thế ông cũng nghĩ ra được thì cũng ạ ông luôn """,1.0,0.0,0.0,0.0
261,test_ovtmftlien,""" ôg nghĩ ra được như_vậy thì tại hạ xin quỳ lạy """,1.0,0.0,0.0,0.0
262,test_vxadkehqld,""" trời ơi suy_nghĩ cái gì dậy ní """,1.0,0.0,0.0,0.0
263,test_uqnwxcxqrm,""" ông nói làm tui cũng thắc_mắc gãy chân thì bó bột thì cái chân cũng còn nguyên chứ gãy chân ai mà cắt luôn cái chân đâu phải như thằn_lằn mọc đuôi đâu """,1.0,0.0,0.0,0.0
264,test_rczshrksyh,""" ngu lại tỏ ra nguy_hiểm_chửi thì tự_ái v """,0.0,1.0,0.0,1.0
265,test_zbjahbfgoj,""" cỡ bạn thì phải tập rơi não """,1.0,0.0,0.0,0.0
266,test_sqflfsoyfv,""" thấy có vợ rồi mà não chưa có hả """,1.0,0.0,0.0,0.0
267,test_bksttmjiue,""" người_ta nói vui mà mấy cha mấy má nghiêm_túc quá """,1.0,0.0,0.0,0.0
268,test_cjfpujuckb,""" mất chân chứ gãy đâu ông """,1.0,0.0,0.0,0.0
269,test_wtbsdmlynm,""" tư_duy tích_cực và hài_hước nè """,1.0,0.0,0.0,0.0
270,test_goagkwadif,""" ông đấy trêu thôi nhiều ông căng vc """,0.0,1.0,0.0,1.0
271,test_aondphludh,""" trong vòng võn vẹn chỉ năm mà e gặp tai_nạn phải mất phần chân sao xin_lỗi e trai vì câu hỏi thiếu tế_nhị này của a nhưng a thấy cố_gắng lên e nhé """,1.0,0.0,0.0,0.0
272,test_yfwuxyleab,""" e là chàng trai đầy nghị_lực a chúc sức_khỏe_e và gia_đình nhé """,1.0,0.0,0.0,0.0
273,test_vdcwbnlmao,""" rồi tập sao để mất cả cái chân kia """,1.0,0.0,0.0,0.0
274,test_ofgnwviqba,""" chất đấy năm tập_luyện chăm_chỉ chỉ cần túi có chục tỷ nữa là gái đẹp theo đầy ủa khoan còn cái chân ai đã lấy đi """,1.0,0.0,0.0,0.0
275,test_aqqecqngls,""" chục tỉ thời nay làm dc j """,1.0,0.0,0.0,0.0
276,test_icuhhhmbas,""" tàn nhưng không phế """,1.0,0.0,0.0,0.0
277,test_akyiovoxti,""" một ý trí kiên_cường rất tuyệt_vời chỉ cần mình có mục_đích không bao_giờ đầu_hàng không bỏ_cuộc """,1.0,0.0,0.0,0.0
278,test_tsuryxwvxk,""" quá ngưỡng_mộ nghị_lực của bạn chúc bạn nhiều sức_khoẻ và may_mắn """,1.0,0.0,0.0,0.0
279,test_afxkhiicdw,""" đáng nể sự kiên_cường của e """,1.0,0.0,0.0,0.0
280,test_gvgbaorqnm,""" tuyệt_vời ý_chí kiên_cường và nghị_lực vươn lên bỏ_qua mọi nghịch_cảnh """,1.0,0.0,0.0,0.0
281,test_igfquarktw,""" tôi thà trở_lại như xưa chứ có cơ_bắp mà còn có chân thì buồn lắm """,1.0,0.0,0.0,0.0
282,test_mrgoftsncs,""" vô_cùng ngưỡng_mộ bạn """,1.0,0.0,0.0,0.0
283,test_fngjxegonp,""" nghị_lực """,1.0,0.0,0.0,0.0
284,test_knequtfmza,""" bạn mua cái chân_giả này ở đâu cho mình xin số điện_thoại nhé vì ở nhà mình cũng bị như thế """,1.0,0.0,0.0,0.0
285,test_ynjllrswvv,""" nghị_lực ý_chí phi_thường chúc_mừng chú em """,1.0,0.0,0.0,0.0
286,test_orbvtaqlxw,""" e ngủ ngon """,1.0,0.0,0.0,0.0
287,test_tuoximtcgh,""" chúc e luôn khỏe_mạnh và thành_công nha """,1.0,0.0,0.0,0.0
288,test_asjmhcbybq,""" tuyệt_vời chúc mọi điều may_mắn đến với bạn """,1.0,0.0,0.0,0.0
289,test_czskktyifd,""" nghị_lực phi_thường """,1.0,0.0,0.0,0.0
290,test_tusqsqmahe,""" quá chất tấm gương nghị_lực """,1.0,0.0,0.0,0.0
291,test_xpqimxtuds,""" quá nét luôn chúc sức_khoẻ anh_trai nha """,1.0,0.0,0.0,0.0
292,test_unjkpmwpqw,""" ôi năm thiệt ngưỡng_mộ em """,1.0,0.0,0.0,0.0
293,test_uxxzfnfzvh,""" tấm gương sáng về nghị_lực cho những ai thiếu may_mắn trong cuộc sốngchúc bạn luôn mạnh_khỏe và hạnh_phúc """,1.0,0.0,0.0,0.0
294,test_znqvjzdeos,""" khét mù ông anh cũng làm nghề và đam_mê giống em đấy """,1.0,0.0,0.0,0.0
295,test_ffyqiznxsj,""" chúc b luôn mạnh_khoẻ """,1.0,0.0,0.0,0.0
296,test_ntgssfrmck,""" khâm_phục """,1.0,0.0,0.0,0.0
297,test_shbcszssgu,""" nghị_lực tuyệt_vời a oi """,1.0,0.0,0.0,0.0
298,test_ozjyztfpdd,""" trời gì mà kinh_khủng quá e ơi """,1.0,0.0,0.0,0.0
299,test_bjvlgxcbqe,""" chúc bro mạnh_giỏi nha """,1.0,0.0,0.0,0.0
300,test_moibenytuv,""" hâm_mộ anh """,1.0,0.0,0.0,0.0
301,test_jdjfrqcyrj,""" khâm_phục anh """,1.0,0.0,0.0,0.0
302,test_qlxshvubkh,""" cúp trong lòng người hâm_mộ các game được đề_cử khác là chiếc cúp lớn nhất """,1.0,0.0,0.0,0.0
303,test_rgljfiggbg,""" hóng chửi nhau thôi """,1.0,0.0,0.0,0.0
304,test_zhcsqbmcxg,""" nghe tuấn vũ hát những đồi hoa sim phê vãi đến bây_giờ mình vẫn nghe tiếp_theo là như quỳnh với chuyện hoa sim """,1.0,0.0,0.0,0.0
305,test_gthwkwujwm,""" phương dung hát cũng hay """,1.0,0.0,0.0,0.0
306,test_kytsvuqase,""" bản_thân cụ hữu loan cũng khốn_khổ vì bài thơ này mà đọc mấy bài viết của những người bạn cụ mới rõ cuộc_sống của cụ sau đó """,1.0,0.0,0.0,0.0
307,test_vjyyejtygx,""" khán_giả dễ_dãi thế_mà cứ đòi phong sát """,1.0,0.0,0.0,0.0
308,test_oplqfmqrwf,""" thấy toàn các em_gái trẻ đi đu thằng này mạt_vận thật """,1.0,0.0,0.0,0.0
309,test_egfvztpyge,""" thằng nhóc này nhớ là chỉ có mỗi phốt_phát_biểu ngu về chuyện nhà thôi chứ còn phốt gì to khác đâu mà phong sát nhỉ """,0.0,0.0,1.0,2.0
310,test_qqpgxevumn,""" các cháu gái bị người_yêu nó đánh cho tòe mỏ vẫn bỏ_bố bỏ_mẹ đi theo nữa là vài_ba cái câu chửi bậy ngày_xưa """,1.0,0.0,0.0,0.0
311,test_hzmnnqvcrg,""" thằng bắc kì nó chửi khán_giả như chó chửi vô_ơn đéo biết trân_trọng công_sức hay bợ_đỡ tụi nó mà còn cả đống đứa vào bênh kể_cả trên này luôn thì đòi_hỏi gì ở dân_trí """,0.0,0.0,1.0,2.0
312,test_etiwvzgrss,""" tên thằng này đọc giống nigga v cố_tình à """,0.0,1.0,0.0,1.0
313,test_kbmxrwlsvp,""" bao_dung cmm thằng ml dbgr """,0.0,0.0,1.0,2.0
314,test_bxpddfdjug,""" đúng là dân_trí ngu dễ_dãi miễn_là thần_tượng thì làm gì cũng được """,0.0,0.0,1.0,2.0
315,test_xwoqoyzsov,""" khán_giả dễ_dãi như phò bảo sao chúng_nó càng phốt càng nổi nó lập cái acc steam park kye chol mà các em_gái ngoài này vẫn đi hú hét thần_tượng nó được mới tài đúng fan não tàn """,0.0,0.0,1.0,2.0
316,test_vrlyhhhhwj,""" mình gần chạm đầu rồi thấy con bạn đại_học mình cưới chồng rồi còn đi đu thằng này đây """,1.0,0.0,0.0,0.0
317,test_vauqjxbfzt,""" lũ trẻ hoặc lũ già đầu nghĩ mình trẻ ẩm_ương dẩm lồn này đúng là mỏ vàng để bọn truyền_thông nó bào """,0.0,0.0,1.0,2.0
318,test_zggmzvtnxs,""" gái già gái trung_niên cũng có nữa nhé đọc cmt fb toktok thấy rất nhiều bà_cô vào bày_tỏ thương_mến thằng negav chỉ bởi lý_do nó đẹp_trai kute và hát hay họ ko cần quan_tâm quá_khứ nó ra sao đâu """,1.0,0.0,0.0,0.0
319,test_lflpomflad,""" thằng ngu người bình_thường thì who care đây là người có sức ảnh_hưởng trong giới trẻ """,0.0,0.0,1.0,2.0
320,test_tuxlvsjwyg,""" nó có nguyên cái group nói về sục cặc post cả hình trẻ_em phụ_nữ đàn_ông trong đó để joke """,0.0,1.0,0.0,1.0
321,test_mgzvhufsrx,""" tôi không quan_tâm tới mấy cái show này lắm cũng không ủng_hộ hay bênh gì thằng biến_thái kia nhé """,0.0,0.0,1.0,2.0
322,test_uqetjuxwkp,""" nhưng nhìn ở khía_cạnh khác tích_cực hơn thì dạo gần đây có show hát_hò này nổi phết đó là tín_hiệu đáng mừng cho giải_trí việt cái này mà cứ duy_trì được thì mình có hi_vọng ngành công_nghiệp giải_trí được như hàn quắc nói gì thì nói cũng phải có thị_trường thì mới có cơ_hội phát_triển được """,1.0,0.0,0.0,0.0
323,test_axgmmymyhn,""" thằng súc_vật này được tẩy trắng nhưng k ăn_thua rồi tụi netizen vẫn thù lắm """,0.0,0.0,1.0,2.0
324,test_tgwwlhbkwt,""" mấy cái đó mà joke cái đéo gì tự_nhiên đòi bj sếp ngay dưới bức hình sếp thì là não có vấn_đề chứ joke cc rồi tự_nhiên chụp hình ngoài đường bảo đứa nhỏ kia này_nọ nó là thần_kinh đéo bthg chứ joke cái đéo """,0.0,0.0,1.0,2.0
325,test_dntyhxqepg,""" gái bắc dễ_dãi có tiếng mà """,1.0,0.0,0.0,0.0
326,test_aynexjkrqp,""" mấy show tạp_kỹ kiểu này kéo được mấy con dẩm với mấy mụ sồn_sồn là chính mà đám này xem atsh để đu bọn trai đẹp chứ show nữ thì có cớt mà quan_tâm ấy còn nếu hòng lôi_kéo tệp khán_giả là đàn_ông thì quá fail vì hầu_như đàn_ông lại không có cái_trò đu idol theo kiểu bọn nữ dẩm này """,1.0,0.0,0.0,0.0
327,test_dowcclrixq,""" nói_chung thằng này ngu không biết tiết chế khi dùng cái acc thật chắc nó cũng chưa bao_giờ nghĩ nó sẽ nổi_tiếng như này chứ giờ bảo đào lại cmt thì thằng nào chẳng có những cmt như thế """,0.0,0.0,1.0,2.0
328,test_dvsqoyrazh,""" toàn lũ đú bẩn đi xem cái show này """,0.0,0.0,1.0,2.0
329,test_uiuonayesm,""" tôi có phải cập_nhật kém quá không mà vào atsh xem tôi không biết thằng nào hết được cái đi làm về qua svđ toàn thấy các múi mít xinh_tươi đi xem """,1.0,0.0,0.0,0.0
330,test_rfuualfbbd,""" chúng_mày làm đếch gì mà phong sát nó nó là thằng thợ hát thợ nhảy nó hát hay nhảy đẹp là được câu_phát_ngôn của nó là ngu thiếu suy_nghĩ nhưng đéo ảnh_hưởng đến hát và nhảy của nó câu đó ko sai về mặt pháp_luật """,0.0,0.0,1.0,2.0
331,test_ywiyqqeuni,""" chúng_mày trông_mong gì ở đó muốn nó phải phát_ngôn như một nhà_giáo ưu_tú uyên_thâm như nhà bác_học chúng_mày bớt hãm lồn lại chính vì cái tư_tưởng coi_trọng lời_nói hành_động của đám gừng si đám kol coi lời_nói hành_động của tụi nó có giá_trị nên thành_ra lâu dần tụi nó mới có sức ảnh_hưởng lên_lớp trẻ """,0.0,0.0,1.0,2.0
332,test_zkxmjieqcf,""" gái trungnam gì cũng thế_mà quan_trọng là tổ_chức ở đâu thôi ông xem gái ăn_mặc mát_mẻ nhún_nhảy thì gái nó cũng xem trai y_thế khác lồn gì đâu """,0.0,1.0,0.0,1.0
333,test_koroqdjibu,""" hôm_qua con_em nó mở show chị đẹp nghe mệt vcl toàn thấy các chị hú hét nghe giả_tạo vãi beep """,0.0,1.0,0.0,1.0
334,test_vfngozfuob,""" mới_đầu nghe cái concert này tưởng đâu là hàn quốc gì đó ai dè là sản_phẩm của bên showbiz ban_đầu là tạo chương_trình ca_nhạc dạng thi_thố tài_năng trên tivi sau rồi đẩy tụi này ra thành diễn concert luôn mà tài_năng thì ko biết tới đâu nhưng tiêu_chí ban_đầu là phải đẹp_trai cool bóng bóng ẻo ẻo như đa_số gu của giới trẻ bây_giờ chương_trình bự nhất dạng_vầy là anh_trai say hi tụi ca_sĩ trẻ tài_năng trẻ mới nổi do công_ty đất việt nó làm thứ là anh_trai vượt ngàn chông_gai ca_sĩ đã có thâm_niên xuất_hiện trên showbiz có lượng fan nhất_định do yeah nó làm """,1.0,0.0,0.0,0.0
335,test_yefqvyiblc,""" những năm gần đây mảng kinh_doanh tổ_chức concert này trúng đậm khán_giả trẻ ngày_càng thích tham_gia mấy cái concert và sẵn_sàng chi đậm luôn tuần rồi đi xem id ở vinhome nhìn toàn các em múi mít mới lớn xúm xính mà giá vé cũng không hề rẻ """,1.0,0.0,0.0,0.0
336,test_pdweppvagn,""" con đĩ mẹ mày muốn chơi tao hả """,0.0,0.0,1.0,2.0
337,test_zaluirfbte,""" vozer có phải chuẩn_mực xh đéo đâu """,0.0,1.0,0.0,1.0
338,test_zzwtksical,""" anh trông_mong gì ở cái dân_trí xứ này thôi coi như là một dấu_hiệu của dẩm lồn e để mà biết đường né đi """,0.0,1.0,0.0,1.0
339,test_ntstbwihuj,""" nó chửi tụi có não ngoài đó còn tụi bênh nó thì mất não trong tôi có ai xem hài thằng này đâu """,0.0,0.0,1.0,2.0
340,test_nivpyqsgea,""" khán_giả nữ đi show atsh này đa_phần là con nhà giàu hoặc có công_việc thu_nhập cao đấy ăn_diện xịn xò và make up xinh phết """,1.0,0.0,0.0,0.0
341,test_whdlhrddbk,""" bản chị đẹp bên tàu cũng thế_mà đúng kiểu tính_chất của phụ_nữ cmnr chỗ nào mà các chị_em tụ_tập là đúng thành cái chợ ồn éo chịu nổi """,0.0,1.0,0.0,1.0
342,test_ruwugwxulc,""" đám chửi thì một đám có gia_đình già dẩm bảo_thủ hai là mama boy không có tiền dắt_gái đi concert đi ăn đi chơi còn nếu gái chửi dạng siêu hướng_nội khó_tính có lol tán dẫn đi chơi được già dẩm ế cũng thuộc dạng mama girl tôi gặp mấy vị này thì thôi cho next vừa lười vừa nhát lại kibo nhưng suốt ngày muốn kiếm người iu bạn trai tổng_tài hoặc cô gái trẻ đẹp vừa biết kiếm tiền nội_trợ vừa phải yêu chân_thành real love như truyện manga nhật với tiểu_thuyết bên trung thì dẹp đi là vừa """,1.0,0.0,0.0,0.0
343,test_slilzgbfzq,""" mạt_vận dân_trí fen ạ """,1.0,0.0,0.0,0.0
344,test_ibnhtmevuo,""" mình nát thì đừng vơ đũa hạ thấp mọi người rằng ai cũng nát như mình làm vậy anh cũng chẳng cao lên nổi đâu """,0.0,0.0,1.0,2.0
345,test_dkqbrwvdlw,""" bao_dung củ cặc ai bao_dung m """,0.0,0.0,1.0,2.0
346,test_oirorecwja,""" kém giờ mấy con fan não tàn đang xếp_hàng trước cửa_nhà chờ nó ban_phát triệu """,0.0,0.0,1.0,2.0
347,test_sotzbxrndv,""" thượng_đẳng làm gì a cứ search keyword liếmbuscumúi mít xong trên thanh search voz xong lướt topic này xem có đúng như tôi nói ko nhé anh dám khẳng_định vozers ko đem mấy cái đó ra giỡn bao h_k """,1.0,0.0,0.0,0.0
348,test_okysbjboss,""" anh chưa ra ngoài đời hay còn ngu tôi ko online suốt hơn chục năm nằm voz để soi xem có thành_phần_nào như các anh ko cho_nên câu dạo_đầu chỉ rào trước đề_phòng mấy thằng soi câu chữ như anh thôi """,0.0,0.0,1.0,2.0
349,test_acdocswkdw,""" biết là chẳng mấy liên_quan và cũng qua lâu rồi nhưng xem_lại pha vào bóng của hải quế mà lạnh người thật đạo_đức ở đâu tình người ở đâu """,1.0,0.0,0.0,0.0
350,test_uzqfigrdmm,""" toàn làm màu lúc phỏng_vấn thì vầy """,1.0,0.0,0.0,0.0
351,test_lcyrmkdlaz,""" khứa sơn đông mãi võ kiếm tiền phê vl """,0.0,1.0,0.0,1.0
352,test_kjnllpvsma,""" diễn kiếm tiền vcl mà nhìn footwork trông thằng jake nó bung hết_sức chắc liệm cụ r too_sad """,0.0,1.0,0.0,1.0
353,test_mktoapffnl,""" quá thành_công cho các bên người hâm_mộ cũng muốn nhìn lại thần_tượng mike tyson thời của họ trên võ_đài """,1.0,0.0,0.0,0.0
354,test_twspnbvujz,""" ngày_mai thấy hai cụ cháu đi quẩy chung bar """,1.0,0.0,0.0,0.0
